Категория;Секция;Подкатегория;Услуга;Описание;HTML_Opis;Цена;Срок выполнения;Примечания;Ссылка
Serwis Ploterów;Naprawy i usługi serwisowe (opcjonalne);Naprawy elektroniczne;Naprawa płyty głównej (Błędy systemowe);Serwis i konserwacja ploterów wielkoformatowych.;<p>Naprawa płyty głównej (Błędy systemowe)</p><br><p>Serwis i konserwacja ploterów wielkoformatowych.</p>;160 / 220 / 280;1-3 dni;;
Serwis Ploterów;Naprawy i usługi serwisowe (opcjonalne);Naprawy elektroniczne;Wymiana płyty głównej (Gdy naprawa nieopłacalna);Serwis i konserwacja ploterów wielkoformatowych.;<p>Wymiana płyty głównej (Gdy naprawa nieopłacalna)</p><br><p>Serwis i konserwacja ploterów wielkoformatowych.</p>;140 / 200 / 260;1-3 dni;;
Serwis Ploterów;Naprawy i usługi serwisowe (opcjonalne);Naprawy elektroniczne;Wymiana czujników (Drukarka nie widzi papieru);Serwis i konserwacja ploterów wielkoformatowych.;<p>Wymiana czujników (Drukarka nie widzi papieru)</p><br><p>Serwis i konserwacja ploterów wielkoformatowych.</p>;100 / 150 / 200;1-3 dni;;
Serwis Ploterów;Naprawy i usługi serwisowe (opcjonalne);Skaner / ADF;Czyszczenie szyby skanera (Usuwa smugi);Serwis i konserwacja ploterów wielkoformatowych.;<p>Czyszczenie szyby skanera (Usuwa smugi)</p><br><p>Serwis i konserwacja ploterów wielkoformatowych.</p>;70 / 110 / 150;1-2 dni;;
Serwis Ploterów;Naprawy i usługi serwisowe (opcjonalne);Skaner / ADF;Kalibracja skanera (Poprawia ostrość);Serwis i konserwacja ploterów wielkoformatowych.;<p>Kalibracja skanera (Poprawia ostrość)</p><br><p>Serwis i konserwacja ploterów wielkoformatowych.</p>;60 / 90 / 120;1-2 dni;;
Serwis Ploterów;Naprawy i usługi serwisowe (opcjonalne);Skaner / ADF;Czyszczenie czujników skanera (Usuwa pasy);Serwis i konserwacja ploterów wielkoformatowych.;<p>Czyszczenie czujników skanera (Usuwa pasy)</p><br><p>Serwis i konserwacja ploterów wielkoformatowych.</p>;70 / 110 / 150;1-2 dni;;
Serwis Ploterów;Naprawy i usługi serwisowe (opcjonalne);Skaner / ADF;Wymiana lampy skanera (Równomierne oświetlenie);Serwis i konserwacja ploterów wielkoformatowych.;<p>Wymiana lampy skanera (Równomierne oświetlenie)</p><br><p>Serwis i konserwacja ploterów wielkoformatowych.</p>;120 / 170 / 220;1-3 dni;;
Serwis Ploterów;Naprawy i usługi serwisowe (opcjonalne);Skaner / ADF;Wymiana przewodu skanera (Usuwa przerwy);Serwis i konserwacja ploterów wielkoformatowych.;<p>Wymiana przewodu skanera (Usuwa przerwy)</p><br><p>Serwis i konserwacja ploterów wielkoformatowych.</p>;120 / 170 / 220;1-3 dni;;
Serwis Ploterów;Naprawy i usługi serwisowe (opcjonalne);Skaner / ADF;Naprawa zawiasów pokrywy (Stabilizuje docisk);Serwis i konserwacja ploterów wielkoformatowych.;<p>Naprawa zawiasów pokrywy (Stabilizuje docisk)</p><br><p>Serwis i konserwacja ploterów wielkoformatowych.</p>;90 / 140 / 190;1-3 dni;;
Serwis Ploterów;Naprawy i usługi serwisowe (opcjonalne);Skaner / ADF;Czyszczenie rolek ADF (Usuwa poślizgi);Serwis i konserwacja ploterów wielkoformatowych.;<p>Czyszczenie rolek ADF (Usuwa poślizgi)</p><br><p>Serwis i konserwacja ploterów wielkoformatowych.</p>;80 / 120 / 160;1-2 dni;;
Serwis Ploterów;Naprawy i usługi serwisowe (opcjonalne);Skaner / ADF;Wymiana rolek ADF (Zmniejsza zaciągnięcia);Serwis i konserwacja ploterów wielkoformatowych.;<p>Wymiana rolek ADF (Zmniejsza zaciągnięcia)</p><br><p>Serwis i konserwacja ploterów wielkoformatowych.</p>;120 / 170 / 220;1-3 dni;;
Serwis Ploterów;Naprawy i usługi serwisowe (opcjonalne);Skaner / ADF;Czyszczenie toru ADF (Usuwa zaciągnięcia);Serwis i konserwacja ploterów wielkoformatowych.;<p>Czyszczenie toru ADF (Usuwa zaciągnięcia)</p><br><p>Serwis i konserwacja ploterów wielkoformatowych.</p>;80 / 120 / 160;1-2 dni;;
Serwis Ploterów;Naprawy i usługi serwisowe (opcjonalne);Skaner / ADF;Kalibracja ADF (Wyrównuje skos);Serwis i konserwacja ploterów wielkoformatowych.;<p>Kalibracja ADF (Wyrównuje skos)</p><br><p>Serwis i konserwacja ploterów wielkoformatowych.</p>;70 / 110 / 150;1-2 dni;;
Serwis Ploterów;Naprawy i usługi serwisowe (opcjonalne);Skaner / ADF;Naprawa czujników ADF (Usuwa błędy);Serwis i konserwacja ploterów wielkoformatowych.;<p>Naprawa czujników ADF (Usuwa błędy)</p><br><p>Serwis i konserwacja ploterów wielkoformatowych.</p>;90 / 140 / 190;1-3 dni;;
Serwis Ploterów;Naprawy i usługi serwisowe (opcjonalne);Skaner / ADF;Wymiana paska ADF (Przywraca płynny ruch);Serwis i konserwacja ploterów wielkoformatowych.;<p>Wymiana paska ADF (Przywraca płynny ruch)</p><br><p>Serwis i konserwacja ploterów wielkoformatowych.</p>;140 / 190 / 240;1-3 dni;;
Serwis Ploterów;Naprawy i usługi serwisowe (opcjonalne);Skaner / ADF;Diagnostyka CIS/CCD (Weryfikacja modułu);Serwis i konserwacja ploterów wielkoformatowych.;<p>Diagnostyka CIS/CCD (Weryfikacja modułu)</p><br><p>Serwis i konserwacja ploterów wielkoformatowych.</p>;60 / 90 / 120;1 dzień;;
Serwis Ploterów;Naprawy i usługi serwisowe (opcjonalne);Skaner / ADF;Wymiana modułu CIS/CCD (Przywraca jakość);Serwis i konserwacja ploterów wielkoformatowych.;<p>Wymiana modułu CIS/CCD (Przywraca jakość)</p><br><p>Serwis i konserwacja ploterów wielkoformatowych.</p>;220 / 290 / 360;2-5 dni;;
Serwis Ploterów;Naprawy i usługi serwisowe (opcjonalne);Skaner / ADF;Wymiana szkła skanera (Gdy pęknięte);Serwis i konserwacja ploterów wielkoformatowych.;<p>Wymiana szkła skanera (Gdy pęknięte)</p><br><p>Serwis i konserwacja ploterów wielkoformatowych.</p>;150 / 200 / 250;2-5 dni;;
Serwis Ploterów;Naprawy i usługi serwisowe (opcjonalne);Oprogramowanie i konfiguracja;Instalacja sterowników (Konfiguracja sieci);Serwis i konserwacja ploterów wielkoformatowych.;<p>Instalacja sterowników (Konfiguracja sieci)</p><br><p>Serwis i konserwacja ploterów wielkoformatowych.</p>;50 / 100 / 150;1-2 dni;;
Serwis Ploterów;Naprawy i usługi serwisowe (opcjonalne);Oprogramowanie i konfiguracja;Instalacja aplikacji mobilnych (Drukowanie ze smartfona);Serwis i konserwacja ploterów wielkoformatowych.;<p>Instalacja aplikacji mobilnych (Drukowanie ze smartfona)</p><br><p>Serwis i konserwacja ploterów wielkoformatowych.</p>;50 / 80 / 110;1 dzień;;
Serwis Ploterów;Naprawy i usługi serwisowe (opcjonalne);Oprogramowanie i konfiguracja;Aktualizacja firmware (Usuwa błędy);Serwis i konserwacja ploterów wielkoformatowych.;<p>Aktualizacja firmware (Usuwa błędy)</p><br><p>Serwis i konserwacja ploterów wielkoformatowych.</p>;80 / 120 / 160;1-2 dni;;
Serwis Ploterów;Naprawy i usługi serwisowe (opcjonalne);Oprogramowanie i konfiguracja;Reset liczników serwisowych (Odblokowuje funkcje);Serwis i konserwacja ploterów wielkoformatowych.;<p>Reset liczników serwisowych (Odblokowuje funkcje)</p><br><p>Serwis i konserwacja ploterów wielkoformatowych.</p>;60 / 90 / 120;1 dzień;;
Serwis Ploterów;Naprawy i usługi serwisowe (opcjonalne);Oprogramowanie i konfiguracja;Przywrócenie ustawień fabrycznych (Rozwiązuje problemy);Serwis i konserwacja ploterów wielkoformatowych.;<p>Przywrócenie ustawień fabrycznych (Rozwiązuje problemy)</p><br><p>Serwis i konserwacja ploterów wielkoformatowych.</p>;60 / 90 / 120;1 dzień;;
Serwis Ploterów;Naprawy i usługi serwisowe (opcjonalne);Oprogramowanie i konfiguracja;Usunięcie błędów systemowych (Drukarka wraca do pracy);Serwis i konserwacja ploterów wielkoformatowych.;<p>Usunięcie błędów systemowych (Drukarka wraca do pracy)</p><br><p>Serwis i konserwacja ploterów wielkoformatowych.</p>;80 / 120 / 160;1-2 dni;;
Serwis Ploterów;Naprawy i usługi serwisowe (opcjonalne);Oprogramowanie i konfiguracja;Usuwanie konfliktów sterowników (Przywraca komunikację);Serwis i konserwacja ploterów wielkoformatowych.;<p>Usuwanie konfliktów sterowników (Przywraca komunikację)</p><br><p>Serwis i konserwacja ploterów wielkoformatowych.</p>;50 / 80 / 110;1 dzień;;
Serwis Ploterów;Naprawy i usługi serwisowe (opcjonalne);Oprogramowanie i konfiguracja;Konfiguracja skanowania do komputera (SMB/FTP);Serwis i konserwacja ploterów wielkoformatowych.;<p>Konfiguracja skanowania do komputera (SMB/FTP)</p><br><p>Serwis i konserwacja ploterów wielkoformatowych.</p>;70 / 110 / 150;1-2 dni;;
Serwis Ploterów;Naprawy i usługi serwisowe (opcjonalne);Oprogramowanie i konfiguracja;Konfiguracja skanowania do e-mail (SMTP/Cloud);Serwis i konserwacja ploterów wielkoformatowych.;<p>Konfiguracja skanowania do e-mail (SMTP/Cloud)</p><br><p>Serwis i konserwacja ploterów wielkoformatowych.</p>;100 / 150 / 200;1-2 dni;;
Serwis Ploterów;Naprawy i usługi serwisowe (opcjonalne);Oprogramowanie i konfiguracja;Konfiguracja panelu webowego (Ustawienia sieci);Serwis i konserwacja ploterów wielkoformatowych.;<p>Konfiguracja panelu webowego (Ustawienia sieci)</p><br><p>Serwis i konserwacja ploterów wielkoformatowych.</p>;60 / 100 / 140;1 dzień;;
Serwis Ploterów;Naprawy i usługi serwisowe (opcjonalne);Oprogramowanie i konfiguracja;Migracja drukarki (Nowy komputer);Serwis i konserwacja ploterów wielkoformatowych.;<p>Migracja drukarki (Nowy komputer)</p><br><p>Serwis i konserwacja ploterów wielkoformatowych.</p>;80 / 120 / 160;1 dzień;;
Serwis Ploterów;Naprawy i usługi serwisowe (opcjonalne);Oprogramowanie i konfiguracja;Zabezpieczenie dostępu (PIN/hasło);Serwis i konserwacja ploterów wielkoformatowych.;<p>Zabezpieczenie dostępu (PIN/hasło)</p><br><p>Serwis i konserwacja ploterów wielkoformatowych.</p>;60 / 90 / 120;1 dzień;;
Serwis Ploterów;Naprawy i usługi serwisowe (opcjonalne);Oprogramowanie i konfiguracja;Szkolenie użytkownika (Podstawowa obsługa);Serwis i konserwacja ploterów wielkoformatowych.;<p>Szkolenie użytkownika (Podstawowa obsługa)</p><br><p>Serwis i konserwacja ploterów wielkoformatowych.</p>;30 / 50 / 70;Na życzenie;;
Serwis Ploterów;Naprawy i usługi serwisowe (opcjonalne);Oprogramowanie i konfiguracja;Wsparcie zdalne (Konfiguracja/diagnostyka);Serwis i konserwacja ploterów wielkoformatowych.;<p>Wsparcie zdalne (Konfiguracja/diagnostyka)</p><br><p>Serwis i konserwacja ploterów wielkoformatowych.</p>;120 zł/godz;1-2 dni;;
Serwis Ploterów;Naprawy i usługi serwisowe (opcjonalne);Usługi dodatkowe;Czyszczenie po silnym zalaniu tonerem (Pełna dekontaminacja);Serwis i konserwacja ploterów wielkoformatowych.;<p>Czyszczenie po silnym zalaniu tonerem (Pełna dekontaminacja)</p><br><p>Serwis i konserwacja ploterów wielkoformatowych.</p>;200 / 280 / 360;1-3 dni;;
Serwis Ploterów;Naprawy i usługi serwisowe (opcjonalne);Usługi dodatkowe;Ocena stanu urządzenia przed zakupem (Ekspertyza);Serwis i konserwacja ploterów wielkoformatowych.;<p>Ocena stanu urządzenia przed zakupem (Ekspertyza)</p><br><p>Serwis i konserwacja ploterów wielkoformatowych.</p>;40 / 60 / 80;1 dzień;;
Serwis Ploterów;Naprawy i usługi serwisowe (opcjonalne);Usługi dodatkowe;Drukarka zastępcza (Na czas naprawy);Serwis i konserwacja ploterów wielkoformatowych.;<p>Drukarka zastępcza (Na czas naprawy)</p><br><p>Serwis i konserwacja ploterów wielkoformatowych.</p>;Link;-;;
Serwis Ploterów;Naprawy i usługi serwisowe (opcjonalne);Usługi dodatkowe;Odnowienie obudowy (Bielenie UV);Serwis i konserwacja ploterów wielkoformatowych.;<p>Odnowienie obudowy (Bielenie UV)</p><br><p>Serwis i konserwacja ploterów wielkoformatowych.</p>;70 / 90 / 120;1-5 dni;;
Serwis Ploterów;Najczęściej zadawane pytania (FAQ);Czy warto naprawiać, czy lepiej kupić nowe?;Czy warto naprawiać, czy lepiej kupić nowe?;To zależy od usterki i dostępności części. Zawsze wykonujemy bezpłatną diagnozę wstępną i informujemy, czy naprawa jest opłacalna. Jeżeli naprawa się nie opłaca – powiemy to otwarcie.;<p>To zależy od usterki i dostępności części. Zawsze wykonujemy bezpłatną diagnozę wstępną i informujemy, czy naprawa jest opłacalna. Jeżeli naprawa się nie opłaca – powiemy to otwarcie.</p>;;;;
Serwis Ploterów;Najczęściej zadawane pytania (FAQ);Jak wygląda proces naprawy?;Jak wygląda proces naprawy?;Najpierw przeprowadzamy szybką diagnostykę, przygotowujemy wycenę, a po jej akceptacji przystępujemy do naprawy. W razie potrzeby zamawiamy niezbędne części i informujemy o czasie realizacji.;<p>Najpierw przeprowadzamy szybką diagnostykę, przygotowujemy wycenę, a po jej akceptacji przystępujemy do naprawy. W razie potrzeby zamawiamy niezbędne części i informujemy o czasie realizacji.</p>;;;;
Serwis Ploterów;Najczęściej zadawane pytania (FAQ);Ile trwa naprawa?;Ile trwa naprawa?;"Typowo 1–3 dni robocze. Gdy trzeba zamówić części lub usterka jest złożona (np. płyta główna), czas może być dłuższy; na bieżąco informujemy o statusie.";"<p>Typowo 1–3 dni robocze. Gdy trzeba zamówić części lub usterka jest złożona (np. płyta główna), czas może być dłuższy; na bieżąco informujemy o statusie.</p>";;;;
Serwis Ploterów;Najczęściej zadawane pytania (FAQ);Czy oferujecie dojazd do Klienta? Czy mogę samodzielnie dostarczyć urządzenie do naprawy?;Czy oferujecie dojazd do Klienta? Czy mogę samodzielnie dostarczyć urządzenie do naprawy?;Tak, świadczymy usługi serwisowe we Wrocławiu i okolicach.  Dojazd serwisanta i diagnoza są GRATIS, jeśli Klient akceptuje zaproponowany koszt naprawy. W przypadku prostych usterek możemy naprawić urządzenie na miejscu, a jeśli zajdzie taka potrzeba – zabierzemy je do naszego serwisu.  W przypadku rezygnacji z naprawy koszt wizyty wynosi 50 zł brutto (czas + dojazd serwisanta).  Oczywiście mogą Państwo również samodzielnie dostarczyć urządzenie do naszej siedziby we Wrocławiu. Na miejscu zapewniamy kompleksową, szybką i bezpłatną diagnostykę w obecności Klienta, miłe przywitanie oraz darmową kawę lub herbatę.;<p>Tak, świadczymy usługi serwisowe we Wrocławiu i okolicach.</p><br><p>Dojazd serwisanta i diagnoza są GRATIS, jeśli Klient akceptuje zaproponowany koszt naprawy. W przypadku prostych usterek możemy naprawić urządzenie na miejscu, a jeśli zajdzie taka potrzeba – zabierzemy je do naszego serwisu.</p><br><p>W przypadku rezygnacji z naprawy koszt wizyty wynosi 50 zł brutto (czas + dojazd serwisanta).</p><br><p>Oczywiście mogą Państwo również samodzielnie dostarczyć urządzenie do naszej siedziby we Wrocławiu. Na miejscu zapewniamy kompleksową, szybką i bezpłatną diagnostykę w obecności Klienta, miłe przywitanie oraz darmową kawę lub herbatę.</p>;;;;
Serwis Ploterów;Najczęściej zadawane pytania (FAQ);Czy mogę dostarczyć urządzenie kurierem?;Czy mogę dostarczyć urządzenie kurierem?;Tak. Otrzymasz od nas instrukcję bezpiecznego pakowania.  Po naprawie odeślemy urządzenie do Ciebie.;<p>Tak. Otrzymasz od nas instrukcję bezpiecznego pakowania.</p><br><p>Po naprawie odeślemy urządzenie do Ciebie.</p>;;;;
Serwis Ploterów;Najczęściej zadawane pytania (FAQ);Czy naprawa wpływa na gwarancję producenta?;Czy naprawa wpływa na gwarancję producenta?;Jeżeli naprawa wymaga działań naruszających warunki gwarancji — poinformujemy Cię o tym przed jej wykonaniem.;<p>Jeżeli naprawa wymaga działań naruszających warunki gwarancji — poinformujemy Cię o tym przed jej wykonaniem.</p>;;;;
Serwis Ploterów;Najczęściej zadawane pytania (FAQ);Czy udzielacie gwarancji na naprawy?;Czy udzielacie gwarancji na naprawy?;Tak. **3–12 miesięcy**, w zależności od rodzaju naprawy i wymienionych części.;<p>Tak. <strong>3–12 miesięcy</strong>, w zależności od rodzaju naprawy i wymienionych części.</p>;;;;
Serwis Ploterów;Najczęściej zadawane pytania (FAQ);Czy naprawiacie komputery / drukarki wszystkich marek?;Czy naprawiacie komputery / drukarki wszystkich marek?;Tak. Naprawiamy m.in. HP, Dell, Lenovo, ASUS, Acer, MSI, Apple i inne.;<p>Tak. Naprawiamy m.in. HP, Dell, Lenovo, ASUS, Acer, MSI, Apple i inne.</p>;;;;
Serwis Ploterów;Najczęściej zadawane pytania (FAQ);Czy oferujecie drukarkę zastępczą na czas naprawy?;Czy oferujecie drukarkę zastępczą na czas naprawy?;Tak. W razie potrzeby zapewniamy drukarkę zastępczą — bez przestoju w pracy.;<p>Tak. W razie potrzeby zapewniamy drukarkę zastępczą — bez przestoju w pracy.</p>;;;;
Serwis Ploterów;Najczęściej zadawane pytania (FAQ);Czy utracę dane?;Czy utracę dane?;Nie — w naprawach systemowych i mechanicznych chronimy dane. Przy operacjach ryzykownych (np. wymiana dysku, reinstalacja po awarii) proponujemy backup lub odzysk danych przed pracami.;<p>Nie — w naprawach systemowych i mechanicznych chronimy dane. Przy operacjach ryzykownych (np. wymiana dysku, reinstalacja po awarii) proponujemy backup lub odzysk danych przed pracami.</p>;;;;
Serwis Ploterów;Najczęściej zadawane pytania (FAQ);Czy odzyskacie dane po awarii?;Czy odzyskacie dane po awarii?;Tak — od prostych przypadków (logiczne uszkodzenia) po bardziej złożone (nośnik uszkodzony). Zawsze informujemy o szansach i kosztach przed startem prac.;<p>Tak — od prostych przypadków (logiczne uszkodzenia) po bardziej złożone (nośnik uszkodzony). Zawsze informujemy o szansach i kosztach przed startem prac.</p>;;;;
Serwis Ploterów;Najczęściej zadawane pytania (FAQ);Czy naprawiacie po zalaniu?;Czy naprawiacie po zalaniu?;Tak. Wykonujemy mycie płyty w myjce ultradźwiękowej, usuwamy korozję, wymieniamy uszkodzone elementy. Czas i koszt zależą od skali, im szybciej sprzęt trafi do serwisu, tym większa szansa powodzenia.;<p>Tak. Wykonujemy mycie płyty w myjce ultradźwiękowej, usuwamy korozję, wymieniamy uszkodzone elementy. Czas i koszt zależą od skali, im szybciej sprzęt trafi do serwisu, tym większa szansa powodzenia.</p>;;;;
Serwis Ploterów;Najczęściej zadawane pytania (FAQ);To ceny brutto czy netto?;To ceny brutto czy netto?;Wszystkie podane ceny są **brutto (z VAT)**.;<p>Wszystkie podane ceny są <strong>brutto (z VAT)</strong>.</p>;;;;
Serwis Niszczarek;Diagnoza i wycena;;Wstępna diagnoza i wycena online (Opis problemu przez WhatsApp/stronę internetową/telefon - pomożemy ustalić, czy naprawa się opłaca);Naprawa i konserwacja niszczarek dokumentów.;<p>Wstępna diagnoza i wycena online (Opis problemu przez WhatsApp/stronę internetową/telefon - pomożemy ustalić, czy naprawa się opłaca)</p><br><p>Naprawa i konserwacja niszczarek dokumentów.</p>;GRATIS;15 min;GRATIS;
Serwis Niszczarek;Diagnoza i wycena;;Diagnoza i wycena naprawy (przy dostawie do serwisu) (również w razie rezygnacji z naprawy);Naprawa i konserwacja niszczarek dokumentów.;<p>Diagnoza i wycena naprawy (przy dostawie do serwisu) (również w razie rezygnacji z naprawy)</p><br><p>Naprawa i konserwacja niszczarek dokumentów.</p>;GRATIS;24 h;GRATIS;
Serwis Niszczarek;Diagnoza i wycena;;Diagnoza i wycena w formie pisemnej (bez naprawy, np. dla ubezpieczyciela);Naprawa i konserwacja niszczarek dokumentów.;<p>Diagnoza i wycena w formie pisemnej (bez naprawy, np. dla ubezpieczyciela)</p><br><p>Naprawa i konserwacja niszczarek dokumentów.</p>;50 / 70 / 90;1-3 dni;GRATIS;
Serwis Niszczarek;Diagnoza i wycena;;Usługi w trybie ekspresowym (do 24 godzin, stawka z cennika);Naprawa i konserwacja niszczarek dokumentów.;<p>Usługi w trybie ekspresowym (do 24 godzin, stawka z cennika)</p><br><p>Naprawa i konserwacja niszczarek dokumentów.</p>;+ 100% do ceny;24 h;GRATIS;
